,cluster_no,sentences
4015,0,by early ellul three primary sources inspiration karl marx s ren kierkegaard karl barth
4016,0,in describes brutal sudden conversion ellul professed christian ref
4017,0,he also prominent worldwide ecumenical movement although later became sharply critical movement felt indiscriminate endorsements political establishments primarily left
4018,0,on may long illness died house pessac mile two university bordeaux campus surrounded closest
4019,0,also within propaganda ellul claims fact excessive data enlighten reader listener drown
4020,0,in response invitation protestant associations ellul visited germany twice
4021,0,in explaining significance freedom purpose resisting enslavement humans via acculturation sociological bondage ellul rejects notion due supposed supreme importance linked humanity
4022,0,the taipan dr william jardine died february three days th birthday one richest powerful men britain respected member parliament
4023,0,notable jardines managing directors tai pans included sir alexander matheson st baronet david jardine robert jardine william keswick james johnstone keswick ben beith david landale sir john buchanan jardine sir william johnstone tony keswick sir hugh barton sir michael herries sir john keswick sir henry keswick simon keswick alasdair morrison
4024,0,today jardine matheson group still much active hong kong one largest conglomerates hong kong largest employer second government
4025,0,in jardines intercontinental clipper ships compared close rival dent company
4026,0,nevertheless dr william jardine wanted opium trade expand china
4027,0,jardine good relations lord napier scottish peer family took initiative use debacle opportunity convince british government use force open trade
4028,0,the farewell dinner jardine held january several members foreign settlement canton mostly traders
4029,0,in jardine successfully persuaded british foreign minister lord palmerston wage war china giving full detailed plan war detailed strategic maps battle strategies indemnifications political demands china even number troops warships needed
4030,0,this letter reflection nature jardine businessman explanation man considered powerful trader south china coast
4031,0,lord palmerston foreign secretary succeeded wellington decided mainly suggestions jardine wage war china
4032,0,jardine first voyage uneventful initial encounter economics indiaman journey asia
4033,0,on leaving east india company jardine became independent trader entered partnership thomas weeding framjee cowasjee
4034,0,all four david sons moved work jardine matheson co hong kong south china starting clerks eventually becoming partners managing partners taipan firm
4035,0,but reputation business probity innovative management strict fiscal policies sustained partnership success period businesses operated highly volatile uncertain environment line success bankruptcy extremely thin
4036,0,in two army doctors nick dennison hamish reid circumnavigated britain single journey ocean rowing boat
4037,0,in four british army officers rowed around great britain days
4038,0,on june boats set honours world records plus chance winning biggest cash prize rowing history first boat beat fastest time world record
4039,0,in june first ever rowing race take place pacific ocean started monterey california ended honolulu hawaii
4040,0,of crews started first great pacific race seven successfully made honolulu hawaii
4041,0,the remaining fours crews pacific warriors boatylicious approaching hawaii hurricane iselle became threat
4042,0,the soloist remaining sea first weeks race elsa hammond boat darien recovered one race support yachts far course nautical miles south isla guadalupe mexico days sea
4043,0,the previous speed record rowing indian ocean held person crew audeamus let us dare took little days set new record
4044,0,audeamus first boat ever row unassisted land land cross indian ocean landing weeks ahead team mss
4045,0,helen taylor angela madsen first women row across indian ocean landing weeks ahead sarah outen
4046,0,the first female crew cross indian ocean left australia geroldton april taking days cross ocean coming second first ever woodvale indian ocean rowing race
4047,0,on april andrew delaney guy watts began unsupported ocean row geraldton western australia across indian ocean mauritius
4048,0,on august maxime chaya lebanon team mates stuart kershaw england livar nysted faroe islands arrived mauritius days hours minutes average speed knots ref setting geraldton western australia aboard rowboat trio
4049,0,amyr klink first person row across south atlantic leaving l deritz namibia june arriving days later salvador brazil september
4050,0,on december tori murden usa became first woman row ocean solo arrived guadeloupe set tenerife canary islands days earlier
4051,0,on july vivaldi atlantic four man team nigel morris george rock steve dawson rob munslow set record fastest unsupported row st john newfoundland longitude bishop rock lighthouse uk
4052,0,the fastest unsupported row us england set the ocean fours nl gijs groeneveld robert hoeve jaap koomen maarten staarink vopak victory
4053,0,french explorer sport adventurer charles hedrich set record fastest solo atlantic crossing dakar brazil days hours
4054,0,on june bhavik gandhi became first asian row atlantic solo non stop unsupported spain antigua
4055,0,rowing atlantic first became mainstream first atlantic rowing race launched sir chay blyth reflecting ocean row propelled international renown
4056,0,the talisker whisky atlantic challenge current annual event ocean rowing atlantic ocean san sebastian la gomera canary islands on ow nelson dockyard english harbour antigua barbuda on ow
4057,0,following successful atlantic ocean crossing john fairfax set san francisco california april sylvia cook
4058,0,in patrick quesnel completed crossing washington state hawaii journey nmi took days ref
4059,0,in colin quincey became first cross tasman sea segment pacific ocean australia new zealand
4060,0,the first person row width pacific ocean solo peter bird britain
4061,0,controversially briton jim shekhdar later made claim first person row across pacific single handed
4062,0,from july may erden eru rowed westward bodega bay california total consecutive days setting current world record non stop unassisted ocean row ref
4063,0,from december may fyodor konyukhov crossed pacific ocean starting chilean port conc n finishing mooloolaba queensland australia without entering ports without external help assistance
4064,0,on december british born canadian john beeden became first person successfully row non stop unassisted north america australia covering nautical miles days
4065,0,schreber reveals murdoch anomaly inadvertently awoke one midnight process schreber middle imprinting latest identity murderer
4066,0,the strangers bring murdoch home beneath city force dr schreber imprint murdoch collective memory believing murdoch final result experiments
4067,0,after learning dr schreber emma personality gone cannot restored murdoch exercises new found powers amplified strangers machine create actual shell beach flooding area within force field water forming mountains beaches
4068,0,proyas referenced film noir the maltese falcon influence film ref
4069,0,when proyas finished preceding film the crow approached production designer patrick tatopoulos draw concepts world dark city takes place ref
4070,0,the film style often compared works terry gilliam especially brazil ref
4071,0,the matrix released one year dark city also filmed fox studios sydney using sets ref
4072,0,fritz lang movie metropolis major influence film showing architecture concepts baseness humans within metropolis general tone ref
4073,0,one last scenes movie buildings restore strikingly similar last panel akira manga
4074,0,when christopher nolan first started thinking writing script inception influenced era movies the matrix dark city the thirteenth floor certain extent memento
4075,0,murdoch defeats strangers control inhabitants remakes world based childhood memories illusions arranged strangers
4076,0,the city dark city described higley murky nightmarish german expressionist film noir depiction urban repression mechanism
4077,0,the film also contains motifs greek mythology gods manipulate humans higher agenda
4078,0,among mainstream critics u s film received generally positive reviews ref
4079,0,left unimpressed marc savlov the austin chronicle wrote you really feel alex proyas
4080,0,writing time richard corliss said film cool distant planet strangers come
4081,0,andrea basora newsweek stated director proyas flooded screen cinematic literary references ranging murnau lang kafka orwell creating unique yet utterly convincing world ref
4082,0,steve biodrowski cinefantastique found production design cinematography overwhelming considered narrative engagement sewell amnesiac character ultimately successful
4083,0,dark city premiered cinemas february wide release screens u s grossed opening weekend placing th ref far behind titanic st place ref
4084,0,for years world war ii st paul college located glenealy also known tit kong central district buildings currently called bishop house presently headquarters hong kong sheng kung hui
4085,0,at end occupation st paul college established right granted permission use former hku st john college site new campus
4086,0,the land inland lot no bonham road st paul college stand private property known fairlea early colonial days
4087,0,the university hong kong formed early days compulsory students live residential hall
4088,0,the anglican church proposed merging st john hall st stephen hall female hall co educational st john college sjc
4089,0,the original st john hall building well wong ming him hall deemed inadequate owing college rapid growth extent am pm double shift schooling adopted
4090,0,in college implemented school improvement programme sip view construct new administration teaching block swimming pool area
4091,0,the intake new south wing occurred october officially opened peter kwong kong kit archbishop hong kong december year ref
4092,0,in st paul college primary school spcps moved campus hill road formerly housed hill road government primary school buddhist chi hong college lok sin tong leung kau kui college
4093,0,in addition classrooms hill road campus included school hall conference room music room computer room library multi purpose room english language room counselling room first aid room visual arts science room chapel tuck shop
4094,0,the hkcee hkale results school sound high percentage students reaching entrance requirements local university matriculation degrees ref
4095,0,sports activities inter class inter house inter school levels range track field cross country racing swimming lifesaving canoeing gymnastics judo basketball football handball volleyball badminton table tennis hockey squash
4096,0,in student exchange programme september september twelve students christ church grammar school went st paul college hong kong
4097,0,wu tingfang chinese politician served minister foreign affairs republic china early hong kong first ethnic chinese barrister first ethnic chinese member legislative council hong kong hong kong first ethnic chinese justice peace
4098,0,peter kwong kong kit first archbishop primate hong kong sheng kung hui province retired end bishop emeritus diocese hong kong island hong kong sheng kung hui honorary doctor divinity university hong kong
4099,0,victor chang yam him cardiac surgeon humanitarian world pioneer heart lung transplants
4100,0,freddie fu ho keong st paul class pioneer orthopaedic sports medicine surgeon
4101,0,hui shu yuen ron chair professor power electronics department electrical electronic engineering hku imperial college london ref
4102,0,chan hiu ming football coach hong kong football association technical development director former national team assistant coach hong kong first division club wofoo tai po well manager workable fc eastern
4103,0,human resources committee hr responsible arrangement sa officials duty daily operation association activities
4104,0,programming committee responsible programmes held form one day class overall championship
4105,0,welfare committee provides welfare services lunch box service sale school sweaters old books stationery
4106,0,the arts union science union organise arts week science week respectively programmes book club exhibitions inter class competitions
4107,0,the school provides many opportunities students participate community services service clubs groups interact club community youth club junior police call youth red cross scout group
4108,0,the recreation union comprises many clubs students various interests including green club transport club photography club bridge club
4109,0,membership house comes parts school within class members six houses designated banyan ginkgo oak pine rosewood yew
4110,0,st paul college one world earliest anglo chinese schools ref
4111,0,the school opened james summers headmaster rev edward t r moncrieff tutor nine boys
4112,0,the church missionary society took school building st paul college reopened rev a d stewart headmaster
4113,0,in december school closed abruptly japan invaded hong kong pacific war col stewart along school staff students risked lives defence colony
4114,0,after japanese occupation hong kong school briefly merged st paul girl college renamed st paul co educational college
4115,0,during hong kong leftist riots form pupil tsang tak sing expelled school prosecuted distributing leaflets promoting communism p ublic order crime
4116,0,in mr yuen dick yan dennis appointed acting principal college subsequent appointed principal acting basis
4117,0,past students actively support alma mater building years repeatedly launched campaign donations
4118,0,many alumni students also contribute school set multiple scholarships awards funds reward academic achievement excellent performance students
4119,0,being first school established anglican church england hong kong st paul close relationship many religious schools city
4120,0,st paul college st joseph college organised first inter school sports competitions hong kong
4121,0,revd a d stewart sister kathleen stewart founded st paul girls college later amalgamated st paul college st
4122,0,the history hong kong institute education traced back st paul college offered colony first formal teacher training courses ref
4123,0,the old college song titled the old st paul college based th century ballad john peel
4124,0,the current college song composed rev moses wu music teacher time lyrics c f miles
4125,0,the college hymn we build our school thee o lord also sung important services morning assemblies
4126,0,it habit boys st paul singing college song clap penultimate sentence college song e faithful labelled fermata musical notes
4127,0,according careers master mr william francis ryan around one student forgot lyrics college song sang college song clapping instead
4128,0,meanwhile dr kennard said ban would effective public events sports day speech day
4129,0,the name wayfarer means traveller foot symbolises achieving dreams eliminating obstacles chinese name derived quote a man enlarge principles follows principles enlarge man
4130,0,printed black white years first wayfarer colour issue published academic year th anniversary college
4131,0,the college coat arms similar coat arms hong kong sheng kung hui indicating st paul college school sponsored sheng kung hui
4132,0,the scallop shell emblem st james great patron saint pilgrims
4133,0,above symbols crown possibly reminiscent tradition three wise men magi came east worship infant jesus also kings
4134,0,in school badge diocesan emblems surrounded cross symbolises self sacrifice jesus died cross
4135,0,the college traditionally followed system education similar britain
4136,0,for first three years school form form various subjects introduced students including english chinese language putonghua mathematics integrated humanities replaced subjects geography history economics public affairs religious studies music visual arts
4137,0,under new senior secondary nss educational structure senior form students choose three four elective subjects specialise together compulsory subjects chinese language english language mathematics liberal studies
4138,0,previously old education structure classes form onwards traditionally three stream classes e arts business science
4139,0,the college also runs summer tuition course known bridging course newly admitted form students improve foundation english
4140,0,henry a wise grandson barton haxall wise wrote biography former governor entitled the life henry a wise virginia new york ref
4141,0,in wise active securing nomination election john tyler vice president whig ticket
4142,0,these plans pre empted bombardment fort sumter april lincoln call troops suppress rebellion april
4143,0,in early wise assigned command district roanoke island threatened union sea borne forces
4144,0,after war wise resumed law practice richmond settled rest life
4145,0,along working law career wise wrote book based public service entitled seven decades union
4146,0,wise married second time november sarah sergeant daughter u s representative john sergeant whig pennsylvania margaretta watmough philadelphia
4147,0,in nineteen years marriage first two wives wise fathered fourteen children seven survived adulthood ref
4148,0,after wise entered confederate service family abandoned rolleston union troops taking norfolk
4149,0,in gao happened luoyang mob soldiers angry minister zhang yi new policy excluding soldiers civil service sieged zhang house killed
4150,0,in midst agrarian rebellions northern wei rule gao associates joined one major rebel leaders du luozhou
4151,0,gao huan descended han chinese family time maintained public culturally xianbei appearance ref
4152,0,emperor xiaowu initially deferred gao huan continued command largest army state took erzhu rong old headquarters jinyang decisions emperor xiaowu married gao daughter empress late
4153,0,emperor xiaowu soon prepared campaign gao trying catch gao surprise issued secret edict gao claiming actually planning attack yuwen heba sheng
4154,0,eastern wei territorial size military strength far stronger western wei gao made number attempts try end division conquering western wei battles largely proved inconclusive allowing western wei stand
4155,0,spring gao huan learned around new year emperor xiaowu falling yuwen tai yuwen refusal condone incestuous relationships cousins poisoned death yuwen
4156,0,around new year gao huan tried make alliance rouran western wei marrying princess rouran chiliantoubingdoufa khan yujiul anagui
4157,0,in spring gao made deep incursion western wei territory capturing xia province roughly modern yulin shaanxi also rescuing ally cao ni governor ling province roughly modern yinchuan ningxia trapped behind western wei lines
4158,0,also spring gao huan gao cheng request made gao cheng eastern wei prime minister despite fact gao cheng point
4159,0,in spring gao huan launched major attack three pronged western wei commanded key generals dou tai gao aocao intending draw yuwen troops dou advance deep western wei territory
4160,0,in winter news guanzhong region heart western wei state suffering major famine gao huan launched another major attack western wei
4161,0,in emperor wen western wei married yujiul anagui daughter empress yujiul anagui cut relations rouran eastern wei
4162,0,in winter gao huan emperor xiaojing issue edict standardizing measurement units cloth avoid populace unfairly taxed
4163,0,in winter gao huan launched major attack western wei border city yubi modern yuncheng shanxi western wei defence held successfully gao forced withdraw
4164,0,in spring another sexual wrongdoing gao cheng would lead new campaign eastern wei western wei
4165,0,in spring erzhu ying e brother erzhu wenchang zheng dache brother zheng zhongli along ren zhou conspired assassinate gao huan support erzhu wenchang leader conspiracy discovered conspirators put death along families
4166,0,lou zhaojun supported assisted gao huan married women wanting expand power ref
4167,0,in fall due alliance western wei rouran attack eastern wei gao huan sued peace rouran requesting marriage daughter yujiul anagui gao cheng
4168,0,in fall gao huan launched another major attack western wei apparently make one final attempt destroy
4169,0,erzhu subsequently carried number campaigns agrarian rebels try reunify empire
4170,0,in emperor xiaozhuang believing erzhu would eventually seize throne ambushed killed palace
4171,0,despite gao remained nominally erzhus command structure around new year general gedouling bufan loyal emperor xiaozhuang attacked erzhu zhao initially defeated approaching jinyang gao came erzhu zhao aid together defeated killed gedouling
4172,0,in spring gao huan posturing attack distant relative gao gan declared rebellion xindu modern hengshui hebei erzhus
4173,0,initially gao huan rebellion formally continued recognize emperor jiemin erzhu shilong made emperor spring replace yuan ye whose distant imperial lineage made appear inappropriate emperor
4174,0,despite gao reputation capable soldier army still weak initially key members erzhu clan take seriously except erzhu shilonog
4175,0,however gao beginning believe yuan lang due lineage distant recent emperors inappropriate choice emperor well
4176,0,shippensburg area school district ranked th pennsylvania public school districts pittsburgh business times ref
4177,0,lowest achieving school list in july pennsylvania department education pde released report identifying shippensburg area senior high school among lowest achieving schools commonwealth pennsylvania reading mathematics
4178,0,ayp history in shippensburg area senior high school declined school improvement i ayp status due low academic achievement math reading along declining graduation rate ref
4179,0,declined warning status due lagging academic achievement low income students special education students
4180,0,pssa results pennsylvania system school assessments commonly called pssas no child left behind act related examinations administered pennsylvania public high schools
4181,0,in commonwealth pennsylvania changed high school assessments keystone exams algebra reading literature biology
4182,0,among pennsylvania public school districts graduation requirements widely vary
4183,0,by law pennsylvania secondary school students required complete project part eligibility graduate high school
4184,0,by pennsylvania school board regulations beginning class public school students must demonstrate successful completion secondary level course work algebra i biology english literature passing keystone exams ref
4185,0,ayp history in shippensburg area middle school declined school improvement i status due low student achievement reading mathematics sixth grade ref
4186,0,science motion shippensburg area middle school took advantage state program called science motion brought college professors sophisticated science equipment school raise science awareness provide inquiry based experiences students
4187,0,in school enrollment pupils grades kindergarten th pupils receiving federal free reduced price meals due family poverty
4188,0,ayp history in nancy grayson elementary school declined warning ayp status
4189,0,pennsylvania public school districts budget expend funds according procedures mandated general assembly pennsylvania department education pde
4190,0,under pennsylvania taxpayer relief act act special session school districts first class a second class third class fourth class must adopt preliminary budget proposal
4191,0,in october school board voted lay nine full time classroom aides one outside maintenance worker two part time custodians effective oct
4192,0,pennsylvania school districts also receive additional funding state several funding allocations including reimbursement charter school expenditures special education funding secondary career technical education subsidy pa accountability grants shippensburg asd educational assistance program funding shippensburg asd applied
4193,0,the classroom future state program provided districts hundreds thousands extra state funding buy laptop computers core curriculum high school class english science history math paid teacher training optimize computers use
4194,0,the shippensburg area school board chose permit pennsylvania department education common cents program access district records
4195,0,shippensburg area school district received extra arra federal stimulus money used specific programs like special education meeting academic needs low income students
4196,0,shippensburg area school district officials apply race top federal grant would brought district one million additional federal dollars improving student academic achievement ref
4197,0,for budget year shippensburg area school board applied exception exceed act index due teacher pension costs
4198,0,according state report school year budgets school districts adopted resolution certifying tax rates would increased index school districts adopted preliminary budget
4199,0,additionally pennsylvania property tax rent rebate program provided low income pennsylvanians aged older widows widowers aged older people disabilities age older
4200,0,by pennsylvania law k students district including attend private nonpublic school cyber charter school charter school homeschooled eligible participate extracurricular programs including athletics
4201,0,in december shippensburg area school district administration reported pupils district pupils received special education services ref
4202,0,in order comply state federal laws school district engages identification procedures ensure eligible students receive appropriate educational program consisting special education related services individualized meet student needs
4203,0,in shippensburg area school district identified pennsylvania department education least restrictive environment monitoring
4204,0,in james burd elementary school received highmark healthy high grant used implement weller center six week nutrition education workshop series nd graders ref
4205,0,during ashokan period stonework highly diversified order comprised lofty free standing pillars railings stupas lion thrones colossal figures
4206,0,for first time south asia political unity military security allowed common economic system enhanced trade commerce increased agricultural productivity
4207,0,under indo greek friendship treaty ashoka reign international network trade expanded
4208,0,in many ways economic situation mauryan empire analogous roman empire several centuries later
4209,0,hinduism major religion time inception empire ref hindu priests ministers used important part emperor court e g
4210,0,the greek generals eudemus peithon ruled around bce chandragupta maurya help chanakya advisor utterly defeated macedonians consolidated region control new seat power magadha ref
4211,0,with help elements central asia chandragupta apparently able defeat nanda nandin rulers magadha found powerful maurya empire northern india
4212,0,chandragupta campaigned macedonians seleucus i nicator process creating seleucid empire eastern conquests alexander great tried reconquer northwestern parts india bce
4213,0,chandragupta established strong centralized state administration pataliputra according megasthenes surrounded wooden wall pierced gates towers rivaled splendors contemporaneous persian sites susa ecbatana
4214,0,bindusara years old inherited large empire consisted northern central eastern parts india along parts afghanistan baluchistan
4215,0,ashoka implemented principles ahimsa banning hunting violent sports activity ending indentured forced labor many thousands people war ravaged kalinga forced hard labour servitude
4216,0,buddhist records ashokavadana write assassination brihadratha rise shunga empire led wave religious persecution buddhists ref resurgence hinduism
4217,0,the protection animals india became serious business time maurya dynasty first empire provide unified political entity india attitude mauryas towards forests denizens fauna general interest
4218,0,the mauryas valued certain forest tracts strategic economic terms instituted curbs control measures
4219,0,when ashoka embraced buddhism latter part reign brought significant changes style governance included providing protection fauna even relinquished royal hunt
4220,0,however edicts ashoka reflect desire rulers actual events mention panas coins fine poaching deer royal hunting preserves shows rule breakers exist
4221,0,sandrocottus stripling saw alexander told often said later times alexander narrowly missed making master country since king hated despised account baseness low birth
4222,0,later preparing war prefects alexander huge wild elephant went took back tame became remarkable fighter war leader
4223,0,though accounts conflict remain clear seleucus fared poorly indian emperor failed conquering territory fact forced surrender much already
4224,0,accordingly seleucus obtained five hundred war elephants military asset would play decisive role battle ipsus bce
4225,0,mainstream scholarship asserts chandragupta received vast territory west indus including hindu kush modern day afghanistan balochistan province pakistan ref
4226,0,he seleucus crossed indus waged war sandrocottus maurya king indians dwelt banks stream came understanding contracted marriage relationship
4227,0,after made treaty sandrakotos put order orient situation seleucos went war antigonus
4228,0,the treaty epigamia implies lawful marriage greeks indians recognized state level although unclear whether occurred among dynastic rulers common people
4229,0,greek population apparently remained northwest indian subcontinent ashoka rule
4230,0,the greeks india even seem played active role propagation buddhism emissaries ashoka dharmaraksita described pali sources leading greek yona buddhist monks active buddhist proselytism mahavamsa xii ref
4231,0,sophagasenus indian mauryan ruler rd century bce described ancient greek sources named subhagasena subhashasena prakrit
4232,0,the law provides protection discrimination based race gender disability language social status government generally enforced provisions effectively however violence women child abuse trafficking persons racial discrimination problems
4233,0,the government funded privately operated intervention centers help lines female victims domestic abuse
4234,0,in july new law prohibiting stalking went effect
4235,0,although reported cases female genital mutilation fgm country city vienna set counseling office june assist female immigrants african countries victims fgm
4236,0,there legal restrictions women rights federal equality commission ombudsman equal treatment gender oversee laws prescribing equal treatment men women
4237,0,in child abduction case attracted international media attention year old natascha kampusch escaped abductor september eight years captivity wolfgang priklopil suspect case subsequently committed suicide
4238,0,the law provides prosecution traffickers addresses trafficking prostitution deception coercion use force purposes slavery exploitation labor exploitation aliens
4239,0,the interior ministry federal bureau criminal affairs division dedicated combating human trafficking
4240,0,in january government eliminated dancer visa used traffic women country
4241,0,the country transit destination point women trafficked romania ukraine moldova balkans lesser extent czech republic slovak republic hungary belarus africa
4242,0,the government provided temporary residence limited duration trial trafficking victims prepared testify intended file civil lawsuits
4243,0,the law protects persons physical mental disabilities discrimination housing education employment access health care government services government generally enforced provisions effectively
4244,0,federal law mandates access public buildings persons physical disabilities however many public buildings inaccessible persons disabilities due insufficient enforcement law low penalties noncompliance
4245,0,the law provides involuntary sterilization adults mental disabilities cases pregnancy would considered life threatening
4246,0,the government funded wide range programs persons disabilities including provision transportation assistance integrating school children disabilities regular classes assistance integrating employees disabilities workplace
4247,0,in ministry interior recorded incidents neo nazi right wing extremist xenophobic incidents members minority groups
4248,0,a report domestic ngo zivilcourage und anti rassismus arbeit conjunction groups found persons diverse ethnic racial backgrounds faced increasing discrimination government officials particularly police well workplace housing
4249,0,the law recognizes croats czechs hungarians roma slovaks slovenes national minority groups requires community least percent population belongs one groups provide bilingual town signs education media access federal funds earmarked minorities
4250,0,the law provides citizens right change government peacefully citizens exercised right practice periodic free fair elections held basis universal suffrage
4251,0,in voters elected president heinz fischer sp six year term national elections individuals could freely declare candidacy stand election in ovp received plurality parliamentary elections renewed right center coalition freedom party fp
4252,0,a number domestic international human rights groups generally operated without government restriction investigating publishing findings human rights cases
4253,0,the human rights advisory council composed representatives justice interior ministries ngos operated ensure police respected human rights carrying duties
4254,0,the equal treatment law expanded responsibility ombudsman ensure equal opportunity workplace regardless ethnic origin religion age sexual orientation address general discrimination ethnic origin
4255,0,in august vienna court found four members elite wiener einsatzgruppe alarmabteilung police unit guilty torturing seriously injuring gambian asylum seeker bakary j earlier year deportation incident
4256,0,in august attorney nigerian asylum seeker claimed austrian police physically injured forced deportation
4257,0,in council europe committee prevention torture cpt reported considerable number allegations police mistreatment criminal detainees
4258,0,during year government continued deny extradition request kosovo authorities case police officer convicted absence torture serving kosovo civilian international police
4259,0,prison conditions generally met international standards many areas government permitted visits independent human rights observers
4260,0,some human rights observers criticized incarceration nonviolent offenders persons awaiting deportation long periods single cells inadequate facilities designed temporary detention
4261,0,the law prohibits arbitrary arrest detention government generally observed prohibitions however strict application slander laws tended discourage reports police abuse
4262,0,the law provides workers right form join unions without prior authorization excessive requirements workers exercised right practice
4263,0,the law prohibits forced compulsory labor including children however reports practices occurred see trafficking section
4264,0,the law prohibits neo nazi activity including making statements deny holocaust
4265,0,on april vienna criminal court convicted john gudenus former freedom party member upper house parliament one year suspended sentence violating law banning neo nazi activity
4266,0,the city vienna funded counseling center controversial ngo society against sect cult dangers gsk actively worked alleged sects cults
4267,0,the federal office sect issues functioned counseling center questions sects cults
4268,0,on november year old croatian man went rampage jewish lauder chabad school breaking windows glass doors showcases iron rod
4269,0,the european union monitoring center racism xenophobia declared anti semitism country characterized diffuse traditional anti semitic stereotypes rather acts physical aggression
4270,0,the law provides granting asylum refugee status accordance convention relating status refugees protocol government established system providing protection refugees
4271,0,the important geographical feature area surrounding lausanne lake geneva lac l man french
4272,0,in addition generally southward sloping layout centre city site ancient river flon covered since th century
4273,0,in population spoke french german second common italian third
4274,0,in live births swiss citizens births non swiss citizens time span deaths swiss citizens non swiss citizen deaths
4275,0,from reformation th century city mostly protestant late th century received substantial immigration particularly largely catholic countries
4276,0,in crime rate crimes listed swiss criminal code lausanne per thousand residents
4277,0,lausanne enjoys world class education research establishments see also lausanne campus including private schools attended students around world
4278,0,the last election communal council held february mandate period la l gislature june may
4279,0,in federal election swiss national council popular party ps received vote
4280,0,after fall roman empire insecurity forced transfer lausanne current centre hilly site easier defend
4281,0,after revocation edict nantes lausanne became along geneva place refuge french huguenots
4282,0,in city hosted swiss national exhibition ref displaying newly found confidence host major international events
4283,0,the city traditionally quiet late early series demonstrations took place exposed tensions young people police
4284,0,lausanne became first city switzerland rubber tyred metro system line opened october
4285,0,lausanne connected a motorway west side geneva z rich axis a north east side transit italy france
4286,0,in january prix de lausanne famous dance competition takes place palais de beaulieu biggest theatre switzerland ref one week period
4287,0,the swiss film archive based lausanne city hosts film festivals festival cin mas afrique lausanne underground film music festival
4288,0,the town aden tied much closely fabric british empire developed rapidly surrounding hinterland ref
4289,0,the british army returned aden july yemeni armed rebel tribesmen caused disturbances ref
4290,0,in may state emergency declared number bombings arrest principal instigators july
4291,0,in december grenade attack unidentified assailant high commissioner unharmed however three bystanders killed
4292,0,there jewish tribes aden yemen millennia primarily constituted artisans craftsmen areas british occupation aden became important congregation
4293,0,during two world wars jews aden prospered yemen suffered ref
4294,0,during second world war jews yemen flocked large numbers colony aden en route palestine placed refugee camps primarily safety
4295,0,in due arab israeli war immigration israel difficult red sea suez canal closed egyptian government
4296,0,being extension british india british indian rupee currency aden shortly india gained independence
4297,0,aden became independent south yemen november without joining commonwealth south arabian dinar continued one one parity sterling
4298,0,the south yemen reciprocated immediately introducing exchange controls ending fixed peg sterling
4299,0,on january british east india company landed royal marines aden occupy territory stop attacks pirates british shipping india
4300,0,in aden separated british india become crown colony status retained
4301,0,prior aden governed part british india originally aden settlement bombay presidency chief commissioner province
4302,0,by time british rule ending federation south arabia colony part receiving million million british government support budget ref
4303,0,aden located vital strategic location main shipping routes red sea indian ocean
4304,0,for much aden later history relations uar united arab republic primary consideration
4305,0,previously creation uar peace aden admitted came presence tiny garrison lack arab poles attraction malcontents
4306,0,however contemporary writers elizabeth monroe thought british presence aden may self defeating provided casus belli arab nationalists
4307,0,as kuwait prosperous older men appreciate advantages british connection young arab nationalists vigorous trade union movement think humiliating ref
4308,0,to solve many problems well continuing process self determination accompanying dismantling empire proposed colony aden form federation protectorates east west aden
4309,0,an additional problem huge disparity political development time aden colony way road self government opinion dissidents political fusion autocratic backward sultanates step wrong direction
4310,0,the main clinical findings include floppy baby appearance delayed motor milestones feeding difficulties
4311,0,late onset features include impaired cough recurrent chest infections hypotonia progressive muscle weakness delayed motor milestones difficulty swallowing chewing reduced vital capacity
4312,0,on april us food drug administration approved biologic license application bla myozyme alglucosidase alfa rhgaa ref first treatment patients pompe disease developed team duke university researchers
4313,0,myozyme costs average us year must taken patients entire life american insurers refused pay ref
4314,0,recent studies chaperone molecules used myozyme starting show promising results animal models
4315,0,another factor affecting treatment response generation antibodies infused enzyme particularly severe pompe infants complete deficiency acid alpha glucosidase ref
4316,0,the basis disease remained puzzle christian de duve discovery lysosomes nobel prize
4317,0,later dr yuan tsong chen colleagues duke university using enzyme produced chinese hamster ovary cells demonstrated first time enzyme clear glycogen improved muscle function pompe disease quail
4318,0,this followed production clinical grade alpha glucosidase chinese hamster ovary cho cells milk transgenic rabbits ref
4319,0,funding research field part provided muscular dystrophy association acid maltase deficiency association usa association glycogen storage disorders uk international pompe association
4320,0,in late onset form findings investigation similar infantile form caveat creatinine kinases may normal cases
4321,0,on may secretary discretionary advisory committee heritable diseases newborns children dachdnc approved recommendation secretary health human services add pompe recommended uniform screening panel rusp ref
4322,0,the breed standard notes except slight trimming around feet allow tidy foot shown untrimmed ref trimming back combing fussing type allowed point precluding placement dog shows
4323,0,the coat shown naturally brushed countries may corded technique turns long coat cords hair similar dreadlocks humans
4324,0,the havanese club america developed system encourage widespread participation seven recommended tests eye disease cerf congenital deafness baer patella luxation cardiac diseases hip dysplasia hip joint disorder legg calve perthes elbow dysplasia
4325,0,after years attempting convince havanese breeders breed away osteochondrodysplasia many original leadership havanese club america decided leave organization order create breed feel accurately represents original dogs cuba ref
4326,0,as part cuban revolution upper class cubans fled united states able bring dogs
4327,0,with dedicated breeding acquisition new dogs internationally havanese made huge comeback one fastest growing breeds dogs akc
4328,0,deepavali popularly known festival lights another major hindu festival celebrated hindu communities
4329,0,the malayalees celebrate vishu malayalee new year usually falls month april month medam malayalam calendar
