,cluster_no,sentences
460,0,a couple months later gardiners take elizabeth trip peak district visit also includes darcy estate pemberley elizabeth agrees go believing away travelling
461,0,as several recent jane austen adaptations pride prejudice anglo american collaboration british studio working title films association french company studiocanal american parent company universal studios
462,0,given little instruction studio screenwriter deborah moggach spent two years adapting pride prejudice film
463,0,moggach first script closest austen book later versions trimmed extraneous storylines characters
464,0,webster found casting darcy especially hard due character iconic status colin firth cast long shadow darcy
465,0,durran costumes also helped emphasise social rank among different characters caroline bingley instance introduced empire silhouetted dress clothing would height fashion
466,0,mr darcy costume went series phases
467,0,wright adaptation failed cultural impact serial since attracted sharply divided opinions
468,0,pride prejudice impacted later productions costume drama heritage film genres
469,0,realism prominent aspect film theme confirmed wright interviews well dvd audio commentary
470,0,raised three sisters moggach particularly interested story family dynamics
471,0,already star time release knightley appearance film emphasised featuring promotional materials similar colin firth prominent appearance adaptation
472,0,anime become commercially profitable western countries demonstrated early commercially successful western adaptations anime astro boy
473,0,the beginning saw introduction japanese anime series american culture
474,0,anime clubs gave rise anime conventions anime boom period marked increased popularity anime
475,0,the anime market united states worth approximately billion ref
476,0,the industry subject praise condemnation fansubs addition unlicensed unauthorized subtitled translations anime series films
477,0,legal international availability anime internet changed recent years simulcasts series available websites like crunchyroll
478,0,japanese animation began early th century japanese filmmakers experimented animation techniques also pioneered france germany united states russia
479,0,the success the walt disney company feature film snow white seven dwarfs profoundly influenced many japanese animators ref
480,0,the saw surge growth popularity manga japanese comic books graphic novels many later animated
481,0,anime follows typical production animation including storyboarding voice acting character design cel production shirobako series highlights many aspects involved anime production
482,0,anime manga artists often draw common canon iconic facial expression illustrations denote particular moods thoughts ref
483,0,the global chemicals business includes marketing sales chemical products southern africa internationally
484,0,the proposed uzbekistan gtl project partnership sasol uzbekneftegaz petronas ref
485,0,the international operations business cluster responsible sasol international operations eurasia north america include us mega projects lake charles louisiana ref
486,0,the strength sasol spdtm process simply inherent quality three component technologies importantly combined integrated increase efficiencies optimise output
487,0,a high temperature syngas conversion process operated secunda series sasol advanced synthol sastm reactors high pressure aid iron based fischer tropsch catalyst c yield primarily c c range hydrocarbons
488,0,a low temperature syngas conversion process operated sasolburg based iron based catalyst fixed bed tubular sasol slurry phase distillate processes produce mainly linear hydrocarbon waxes paraffins
489,0,south africa large deposits coal low commercial value due high fly ash content
490,0,to support required economies scale coal liquids ctl process economical competitive crude oil stages operations coal mining fischer tropsch process product work must run great efficiency
491,0,in conjunction continuous improvement fischer tropsch process catalyst significant developments also made mining technology
492,0,the initial reactors kellogg lurgi gasifiers tricky expensive operate
493,0,in ammonia styrene butadiene became first chemical intermediates sold sasol
494,0,sasol exploration production international sepi develops manages group upstream interests oil gas exploration production mozambique south africa canada gabon australia ref
495,0,he small role sons desert
496,0,in moved hollywood acted first name bruce hutchens assumed persona wealthy texan ref
497,0,he one leads comedy one night tropics film introduced abbott costello
498,0,th century fox borrowed moon over miami enormously successful betty grable musical
499,0,in cumming sued damages sheriff tried serve papers ref
500,0,cummings divorced
501,0,cummings starred another hitchcock film dial m murder mark halliday co starring grace kelly ray milland
502,0,he received emmy award best actor single performance portrayal juror number eight westinghouse studio ones live production twelve angry men
503,0,cummings one anchors abc live broadcast opening day disneyland july
504,0,from cummings starred successful nbc sitcom the bob cummings show known love that bob reruns played bob collins former world war ii pilot became successful professional photographer
505,0,during years cummings traveled us performing dinner theaters short stints plays living airstream travel trailer
506,0,robert cummings last public appearance the magical world disney episode the disneyland th anniversary special
507,0,cummings born joplin missouri son dr charles clarence cummings former ruth annabelle kraft ref
508,0,while attending joplin high school cummings taught fly godfather orville wright aviation pioneer ref
509,0,cummings studied briefly drury college springfield missouri love flying caused transfer carnegie institute technology pittsburgh pennsylvania
510,0,cummings returned films support roles my geisha written krasna
511,0,in cummings starred another cbs sitcom my living doll co starred julie newmar rhoda robot
512,0,he supporting roles promise her anything remake stagecoach playing embezzler
513,0,cummings last significant role television movie partners crime co starring lee grant
514,0,in starred you came along hal wallis directed john farrow screenplay ayn rand
515,0,paid full drama hal wallis paramount the petty girl musical columbia joan caulfield
516,0,he broadway play faithfully yours short run late ref
517,0,cummings one four stars featured short run radio version four star playhouse
518,0,aspies for freedom aff solidarity campaigning group aims raising public awareness autism rights movement
519,0,autism awareness campaign uk the autism awareness campaign uk involved first united nations world autism awareness day declared un general assembly wednesday april recommendation state qatar
520,0,autism sunday also known international day prayer autism asperger syndrome observed annually second sunday february
521,0,autistic pride day celebration neurodiversity people autism spectrum june year
522,0,autistic self advocacy network nonprofit advocacy organization run individuals autism spectrum
523,0,autreat founded members ani yearly gathering autistic people along parents professionals meet share ideas autism friendly environment
524,0,conditions comorbid autism spectrum disorders these conditions people autism spectrum may suffer often typical
525,0,crohn disease map causes similar disease johne disease cattle
526,0,sensory overload related cognitive load general condition one senses strained becomes difficult focus task hand
527,0,social alienation estrangement division distancing people people important meaningful person sense self
528,0,asperger syndrome as autism spectrum disorder asd characterized significant difficulties social interaction alongside restricted repetitive patterns behavior interests
529,0,autism limited focus interest activity preoccupation single television program toy game
530,0,autism spectrum range conditions classified pervasive developmental disorders diagnostic statistical manual mental disorders dsm
531,0,epigenetics autism study epigenetic effects asd
532,0,genetic disorder illness caused abnormalities genes chromosomes especially condition present birth
533,0,high functioning autism informal term applied autistic people deemed higher functioning autistic people one metrics
534,0,rett syndrome neurodevelopmental disorder grey matter brain almost exclusively affects females
535,0,chelation therapy administration chelating agents remove heavy metals body
536,0,mother warriors written new york times bestselling author jenny mccarthy
537,0,neurodiversity standpoint atypical neurological development normal human difference
538,0,brian deer british investigative reporter best known inquiries drug industry medicine social issues sunday times london
539,0,dan olmsted investigative reporter former senior editor united press international upi news agency unification church company news world communications
540,0,john allman neuroscientist california institute technology pasadena california well recognized expert primates cognition evolutionary neuroscience
541,0,manuel casanova
542,0,bernard rimland jaquelyn mccandless md calls rimland the grand godfather movement understanding biological treatment autism
543,0,diana seach english specialist special education
544,0,clomipramine trademarked anafranil tricyclic antidepressant tca
545,0,haloperidol typical antipsychotic
546,0,risperidone risperdal generics second generation atypical antipsychotic
547,0,secretin hormone controls secretions duodenum also separately water homeostasis throughout body
548,0,on christmas eve somewhere europe two world war ii u s army soldiers one broadway entertainer captain bob wallace bing crosby aspiring entertainer private phil davis danny kaye perform st division
549,0,when train arrives pine tree snowflake sight chances falling appear dim
550,0,bob calls ed harrison johnny grant old army buddy successful variety show host arrange televised invitation men formerly command general come inn christmas eve surprise
551,0,in finale bob betty declare love one another phil judy
552,0,white christmas intended reunite crosby fred astaire third irving berlin showcase musical
553,0,within film number soon famous performers appear
554,0,principal photography took place september december
555,0,it first released dvd
556,0,white christmas enormously popular audiences earning million theatrical rentals ref million dollars adjusted inflation ref making top moneymaker wide margin
557,0,six decades release white christmas still features popular culture neo burlesque routines ref
558,0,trudy stevens provided singing voice vera ellen except sisters rosemary clooney sang parts
559,0,berlin wrote a singer a dancer crosby planned co star fred astaire unavailable berlin wrote a crooner a comic crosby donald o connor o connor left project song
560,0,written episodic snapshot manner novel chapters last designated expendable
561,0,horacio drifts city city job job love love life life yet even nomadic existence tries find sense order world chaos
562,0,one biggest arguments horacio ossip one threatens put rift club horacio deems conundrum consciousness
563,0,talita becomes resident pharmacist hospital horacio traveler act either orderlies guards night
564,0,alone talita dead bodies horacio finds talking reminded la maga la maga
565,0,the main character horacio oliveira well read loquacious bohemian
566,0,the story opens horacio searching bridges paris la maga disappeared
567,0,traveler gets horacio job circus begin spend time together
568,0,brazilian demographers long discussed demographical impact wave emigration late th early th centuries
569,0,here correct order reestablished except arabs appearing lower descendant immigrant rate japanese
570,0,since brazilian government offered amnesty foreigners irregular situation ref four different campaigns benefiting tens thousands foreigners living brazil
571,0,set forth law acquire brazilian nationality requirement persons originating portuguese speaking countries residence one uninterrupted year good moral repute
572,0,b foreigners nationality resident federative republic brazil fifteen uninterrupted years without criminal conviction provided apply brazilian nationality
573,0,iv read write portuguese language considering conditions naturalizing
574,0,v exercise occupation possession sufficient assets maintain family
575,0,vi proper procedure
576,0,vii complaint indictment brazil abroad felony threatened minimum sentence imprisonment abstractly considered one year
577,0,espig oeste approval ref ref ref ref
578,0,venda nova imigrante ref ref
579,0,permanent visas may granted individuals intending establish residence brazil
580,0,professors technicians high level researchers wish immigrate brazil undertake research work institution higher learning research science technology
581,0,foreign investors initial transfer foreign capital equivalent less us investment plan pre approved brazilian national council immigration cnig
582,0,in years least million immigrants came brazil portuguese italian spanish japanese german unspecified nationalities ref
583,0,in southern brazil immigrants settled col nias colonies rural areas composed many small farms settled families
584,0,when brazil invaded new land new world portuguese native population composed million amerindians ref whose ancestors living last years ref
585,0,after portuguese started settle brazil significant numbers
586,0,in prussia prohibited emigration brazil
587,0,during brazil received lebanese immigrants escaping civil war well smaller numbers palestinians syrians ref
588,0,during brazil received small numbers immigrants former republics yugoslavia afghanistan west africa mostly angolans ref
589,0,between bolivian immigrants come brazil every month looking job
590,0,in country home foreign born people represents brazilian population
591,0,in brazil home refugees different nationalities
592,0,most poles immigrated brazil german russian austro hungarian austrian passports ukrainians austrian passports hungarians romanian passports
593,0,it includes people brought sub saharan africa
594,0,includes andalucians basques castilians catalans galicians
595,0,it include germans immigrated russian passports see volga germans
596,0,most poles immigrated brazil german russian austro hungarian austrian passports
597,0,the print subsystem windows vista implements new xps print path well legacy gdi print path legacy support
598,0,the xps print path introduced windows vista supports high quality bit color printing ref
599,0,at core xps print path xpsdrv xps based printer driver includes filter pipeline
600,0,applications use windows presentation foundation display elements directly print xps print path without need image colorspace conversion
601,0,the memory manager processes scheduler improved
602,0,windows vista includes support condition variables reader writer locks
603,0,thread pools upgraded support multiple pools per process well reduce performance overhead using thread recycling
604,0,on uefi systems beginning windows vista service pack x version windows vista ability boot disk guid partition table
605,0,windows vista includes completely overhauled rewritten event logging subsystem known windows event log xml based allows applications precisely log events offers better views filtering categorization criteria automatic log forwarding centrally logging managing events single computer remote access
606,0,when shutting restarting windows previous windows versions either forcibly terminated applications waiting seconds allowed applications entirely cancel shutdown without informing user
607,0,windows vista features dynamic system address space allocates virtual memory kernel page tables demand
608,0,new address mapping scheme called rotate virtual address descriptors vad
609,0,swapping memory pages system cache include prefetching clustering improve performance
610,0,the windows vista memory manager kb read ahead cache limitation unlike previous versions windows thus improve file system performance dramatically
611,0,image mastering api imapi v enables dvd burning support applications addition cd burning ref
612,0,common log file system clfs api provides high performance general purpose log file subsystem dedicated user mode kernel mode client applications use multiple clients share optimize log access data event management
613,0,windows vista introduces improved driver model windows driver foundation opt framework replace older windows driver model
614,0,windows display driver model wddm previously referred longhorn display driver model lddm designed graphics performance stability
615,0,a new kernel mode driver framework also available windows xp windows
616,0,a new user mode driver model called user mode driver framework
617,0,kernel mode drivers bit versions windows vista must digitally signed
618,0,driver packages used install driver software copied entirety driver store repository driver packages
619,0,support acpi processor objects
620,0,operating system coordination performance state transitions dependent processors
621,0,more flexible use available range processor performance states system power policy
622,0,exposure multiple power policy parameters original equipment manufacturers oems may tune optimize windows vista use ppm features
623,0,superfetch caches frequently used applications documents memory keeps track commonly used applications usually loaded pre cached also prioritizes programs currently used background tasks
624,0,readyboot uses ram cache optimize boot process system mb memory
625,0,windows vista features prioritized i o allows developers set application i o priorities read write disk operations similar currently application processes threads assigned cpu priorities ref
626,0,the offline files feature maintains client side cache files shared network significantly improved
627,0,windows audio session api very low level api rendering audio render capture audio streams adjust volume etc
628,0,after passing wasapi host based audio processing including custom audio processing take place sample rate conversion mixing effects
629,0,windows vista also includes new multimedia class scheduler service mmcss allows multimedia applications register time critical processing run elevated thread priority thus ensuring prioritized access cpu resources time sensitive dsp processing mixing tasks
630,0,windows vista builds universal audio architecture new class driver definition aims reduce need third party drivers increase overall stability reliability audio windows
631,0,a new set user interface sounds introduced including new startup sound created help king crimson robert fripp ref
632,0,windows vista also allows controlling system wide volume volume individual audio devices individual applications separately ref
633,0,windows vista includes integrated microphone array support intended increase accuracy speech recognition feature allow user connect multiple microphones system inputs combined single higher quality source ref
634,0,windows speech recognition allows user control machine voice commands enables dictation many applications
635,0,support unicode ref
636,0,support adobe cff type fonts provides support contextual discretionary ligatures
637,0,when accessing files ansi character set total path length maximum allowed characters windows vista automatically uses alternate short names limit shorten total path length
638,0,a non administrator user share folders user profile
639,0,network projection ref used detect use network connected projectors
640,0,new monitor configuration apis make possible adjust monitor display area save restore display settings calibrate color use vendor specific monitor features
641,0,windows vista includes wsd wia class driver enables devices compliant microsoft web services scanner ws scan protocol work wia without additional driver software
642,0,the fax service model fully account based
643,0,windows vista introduces assistance platform based maml
644,0,all standard text editing controls versions richedit control support text services framework
645,0,as windows xp professional x edition windows vista x old bit windows programs supported
646,0,windows vista first client version windows ship net framework
647,0,the d capabilities wpf limited compared available direct d
648,0,windows vista also incorporates microsoft message queuing msmq ref supports subqueues poison messages messages continually fail processed correctly receiver transactional receives messages remote queue
649,0,a relying party issues request application identity means policy states claims needs physical representation security token
650,0,windows cardspace also keeps track identities used represents visually identifiable virtual cards accessible user centralized location
651,0,windows cardspace presents api allows application use windows cardspace handle authentication tasks
652,0,media foundation set com based apis handle audio video playback provides directx video acceleration better resilience cpu i o memory stress glitch free low latency playback audio video
653,0,the windows vista instant search index also accessed programmatically using managed well native code ref
654,0,the default catalog called systemindex stores properties indexed items predefined naming pattern
655,0,the windows search api also used convert search query written using advanced query syntax natural query syntax natural language version aqs sql queries
656,0,windows vista includes specialized qos api called qwave quality windows audio video experience ref pre configured quality service module time dependent multimedia data audio video streams
657,0,windows filtering platform allows external applications access hook packet processing pipeline networking subsystem
658,0,the university inaugurated president jacques chirac president hosni mubarak ref
659,0,on november signing convention university paris ufe presence ufe former president tahani omar paris president jean charles pomerol french ambassador philippe coste
660,0,the university egypt harmonically coupling study management informatics
661,0,in june french academy presented french university egypt cultural prize louis d represents amount euros
662,0,the cidre principal role undertake organize research within ufe
663,0,to work continuous training schemes relation needs market east another priority cidre
664,0,the cidre establishes bonds co operation international organizations like unesco european community agency francophonie
665,0,a convention signed june ufe ministry industry
666,0,the ufe school engineering provides high quality education following programs partner universities
667,0,many mould bacterial spores even live bacteria small enough carried long distances great heights wind
668,0,some plants also use wind seed dispersal way
669,0,lighter air flight used man
670,0,a balloon bag filled gas lower density surrounding air provide buoyancy
671,0,gliding flight requires initial launch giving object enough energy fly
672,0,glider aircraft include sailplanes hang gliders paragliders
673,0,sailplanes hang gliders paragliders complete directional control fly freely
674,0,many types glider aircraft designed exploit rising air therefore also soar
675,0,the term trans woman originates use latin prefix trans meaning across beyond side go beyond ref word woman meaning senses referring adult female human ref
676,0,to commemorate murdered hate crimes annual transgender day remembrance held various locations across europe america australia new zealand details sources murder provided website ref
677,0,lost job due gender
678,0,reported harassment police reporting physical assaulted reporting sexual assault officer
679,0,the national coalition anti violence programs report anti lgbtq violence found people murdered lgbtq identity trans women ref
680,0,the stonewall riots series riots following police raid stonewall inn gay night club new york city morning june ref
681,0,the stereotype effeminate boy grows live woman long history ref
682,0,a survey roughly trans women showed identified heterosexual bisexual lesbian asexual queer ref
683,0,in study trans women higher incidence decreased libido cisgender females difference statistically significant may due chance ref
684,0,alan fleming gilkison wanaka
685,0,the honourable john richard harrison hawke bay speaker house representatives
686,0,ralph patrick thompson christchurch
687,0,norma janet lady holyoake government house wellington
688,0,howard graham fleming callam auckland
689,0,frank henry corner wellington
690,0,charles stuart masters auckland
691,0,george malcolm peters taita
692,0,john graeme sinclair reid auckland
693,0,professor george lancelot rolleston dean the christchurch clinical school university otago
694,0,william alexander sutton christchurch
695,0,horace leslie verry wellington
696,0,sheilah maureen winn christchurch
697,0,lieutenant colonel david william stewart moloney v royal new zealand infantry regiment
698,0,warrant officer class i albert james owen hewlett y royal new zealand infantry regiment
699,0,major bruce hill v royal new zealand infantry regiment
700,0,warrant officer class i selwyn francis ryder g royal new zealand signals
701,0,ailsa evelyn densem christchurch
702,0,helen june patricia evison wellington
703,0,ronald william greenough te awamutu
704,0,frank albert hardy wellington fire commissioner new zealand fire service
705,0,victor edwin jaynes wellington
706,0,sydney james lavelle auckland
707,0,robert stewart lockwood palmerston north
708,0,george tuoro marsden hamilton
709,0,herbert james poole lower hutt
710,0,hollis wilton reed wellington
711,0,harry leonard riley golden bay
712,0,nancy elizabeth russell hawera
713,0,john oswald sanders auckland
714,0,hugh hunter saunders christchurch
715,0,alan raine topham auckland
716,0,warrant officer marine engineering artificer arthur wayne hurndell f
717,0,warrant officer master arms john joseph watt si
718,0,squadron leader daniel wakefield mcleod s
719,0,warrant officer brian kelvin read v
720,0,andrew robert dreaver auckland
721,0,maurice raymond duckmanton christchurch
722,0,william elliott superintendent new plymouth prison
723,0,alan charlton fraser rangiora
724,0,richard john hadlee christchurch
725,0,ian andrew kirkpatrick gisborne
726,0,eugene james metge macloughlin te puke
727,0,lieutenant commander courtney phillip medland paremata new zealand cadet forces
728,0,ethel margaret millar chief nursing officer auckland hospital board
729,0,alfred nevil wells peter newton rangiora
730,0,james julius nielsen superintendent traffic auckland city council
731,0,thelma elsie pearson blenheim
732,0,irene mary reid ngakawau westport
733,0,thomas michael noel rodgers palmerston north
734,0,edgar pearce rogers tawa private secretary ministers health
735,0,william david skelton levin
736,0,donald murray stafford rotorua
737,0,henry ellis thomas sutton invercargill
738,0,beatrice marion webster auckland
739,0,yolande elizabeth lyell gay hamilton
740,0,norman george goffin lower hutt
741,0,noeline mary mcilroy christchurch
742,0,huntly stuart skinner dunedin
743,0,mona wikalra kihikihi
744,0,howard byron danby thames
745,0,gordon glendinning grieve invercargill
746,0,john holdsworth nairn waipawa
747,0,william henry parr nelson
748,0,ronald george russell mayor wanganui
749,0,john bernard thomas reporoa
750,0,wallace emilie walker dunsandel chairman ellesmere county council
751,0,margaret clare boyce auckland
752,0,alice elizabeth corballis marton
753,0,moe alma mary dudfield wellington
754,0,thomas mutu ellison otago
755,0,violet edith fairweather christchurch
756,0,valerie loraa ferguson hamilton
757,0,molly casement persse foster auckland
758,0,leslie herbert freeman wellington
759,0,ripeka huingariri atawhai wilcox george bay islands
760,0,cecilia joan andrews greenwood havelock north
761,0,ruby hannan port chalmers
762,0,albert charles norman harmer auckland
763,0,punia mollie hotene morrinsville
764,0,norah annie humphreys nelson
765,0,arthur tolson inskeep frankton
766,0,mabel elizabeth james christchurch
767,0,richard malcolm leach waihi
768,0,hazel adelaide lomax northland
769,0,adelaide frances mclean dunedin
770,0,ian nelson menzies new plymouth
771,0,evan william musgrove blenheim
772,0,robert hugh rodgers motueka
773,0,lucy dorset taylor wellington
774,0,teoti rupi wawatai gisborne
775,0,john renata blackman te kuiti
776,0,dorothy brenda isabel ruth brown invercargill
777,0,nancy margaret caldwell wainuiomata
778,0,dora kathleen cathro ngaruawahia
779,0,raymond william cleland wanaka chief ranger mount aspiring national park
780,0,elsie barrie dillon waipawa
781,0,douglas eccles fleury kimbolton
782,0,thomas william darcy hughes albany
783,0,hugh marchwell jennings gisborne
784,0,patricia mary lockhart wellington
785,0,thomas richard alexander mccleary christchurch
786,0,tere anini mcguire hicks bay
787,0,betty alice plant wellington lately curator old st paul cathedral new zealand historic places trust
788,0,bryan blake wills rotorua
789,0,alexander robert mclay senior constable new zealand police
790,0,richard joseph o connell sergeant new zealand police
791,0,garth winston bicknell chief fire officer porirua fire brigade
792,0,phillip ernest o malley chief fire officer waimate volunteer fire brigade
793,0,ross phillip dallow inspector new zealand police
794,0,chief petty officer control electrical artificer leonard john bilton w
795,0,sergeant ian leslie mckenzie q royal new zealand electrical mechanical engineers
796,0,staff sergeant thomas douglas whitaker r royal new zealand infantry regiment
797,0,flight sergeant roger wilfred louis f
798,0,sergeant peter stanley burton w
799,0,reverend brother peter hilary keaga
800,0,chief superintendent john daltoft revill
801,0,william george assistant secretary department commerce central provincial government
802,0,david john stewart general manager copra marketing board papua new guinea
803,0,sergeant warbongoi peter tukar for services royal papua new guinea constabulary
804,0,ratu jone latianara kikau
805,0,ratu henry barkeley vakaruru qasevakatini
806,0,meli vakarewakobau assistant commissioner royal fiji police force
807,0,victor george burley sandy bay tasmania
808,0,peter john derham toorak victoria
809,0,andrew sheppard grimwade toorak victoria
810,0,kenneth spencer may darling point new south wales
811,0,sir robert crichton brown point piper new south wales
812,0,peter charles alexander chatswood new south wales
813,0,leonard gordon darling south yarra victoria for service industry commerce
814,0,stuart leslie devlin london england
815,0,trevor alfred dinning mylor south australia
816,0,the honourable rendle mcneilage mac holten wangaratta victoria
817,0,professor bruce rodda williams hunters hill new south wales
818,0,martyn rudolph finger darwin northern territory
819,0,patrick john vance ramsden armadale victoria
820,0,arthur william shepherd mackay queensland
821,0,kay cathrine millin brownbill glenelg east south australia
822,0,thomas ross burrell indooroopilly queensland
823,0,paris chambers hughesdale victoria
824,0,dr arthur ashley cooper pymble new south wales
825,0,john rowland dart st ives new south wales
826,0,vivian frederick davey kew victoria
827,0,james henry dolphin ocean grove victoria
828,0,roy dowell st ives new south wales
829,0,rabbi dr alfred fabian killara new south wales
830,0,william thomas hare alice springs northern territory
831,0,harvey francis hayes torrens park south australia
832,0,john sinclair leslie hill moree new south wales
833,0,mirrie irma hill mosman new south wales
834,0,emeritus professor victor david hopper box hill victoria
835,0,dr rodney james hudson new town tasmania for service community health
836,0,john raymond huelin como western australia
837,0,dr thomas henry hurley balwyn victoria
838,0,dr laurel jean macintosh yeerongpilly queensland
839,0,samuel mitchell frederick martin toorak victoria for service transport industry
840,0,desmond vincent o leary toorak victoria
841,0,councillor frederick arthur rogers the summit queensland
842,0,william ewart gladstone salter ardross western australia
843,0,ivan henry smith yarralumla australian capital territory
844,0,terence vaughan forrest australian capital territory
845,0,dr william thomas williams townsville queensland
846,0,roger robert woodward london england
847,0,senior chaplain venerable archdeacon walter thomas wheeldon
848,0,commander robert hunter woolrych
849,0,major william ernest kaine royal australian infantry corps
850,0,major joseph paul thursky royal australian army ordnance corps
851,0,major michael desmond webb royal australian engineers
852,0,squadron leader graeme robert crombie
853,0,squadron leader lancelot john halvorson
854,0,squadron leader brian desmond mclean
855,0,lyle edgar baker tumut new south wales
856,0,reginald george baker port augusta south australia
857,0,alderman noel frank bullpitt bundaberg queensland
858,0,norman alfred coleman lilli pilli new south wales
859,0,frederick john dorman deakin australian capital territory
860,0,gladys barbara nancy eastick mudgeeraba queensland
861,0,keith eddy rosanna victoria
862,0,lex ellwood allora queensland
863,0,edwin kingston geach killara new south wales
864,0,arthur bruce golding new town tasmania
865,0,william john gray mortlake victoria
866,0,alan stanley jones london england
867,0,alan gabriel jones hampton victoria
868,0,captain eirianydd jones lane cove new south wales
869,0,cynthia loveday australian embassy bonn
870,0,elizabeth mary mcdonald leura new south wales
871,0,daniel philip mcelligott hawker australian capital territory
872,0,william hector mcmillan reid australian capital territory
873,0,alexander graham mcnaughton derrimut victoria
874,0,arnold newhouse bellevue hill new south wales
875,0,edward websdale painter unley park south australia
876,0,peter shaw parkinson dalkeith western australia
877,0,peggy pelchen gladstone victoria
878,0,matron mary louisa pike corke pelaw main new south wales
879,0,william john raper miranda new south wales
880,0,arthur derek roff via alice springs northern territory
881,0,joyce mary ross yirrkala northern territory
882,0,ralph aaron samuel toorak victoria
883,0,walter wilhelm schauble ferny creek victoria
884,0,vera searle myrtle bank south australia
885,0,reverend percy mcdonald smith north glenelg south australia
886,0,reverend joseph tainton ashgrove queensland
887,0,albert dominic taylor north brighton south australia
888,0,william ewart tucker st helens tasmania
889,0,patricia tuffs southport queensland
890,0,leonard alphonsus walshe traralgon victoria
891,0,mostyn allen williams glen iris victoria
892,0,petty officer douglas albert sheaff a
893,0,sergeant denis charles hare royal australian corps signals
894,0,sergeant michael charles jacob royal australian armoured corps
895,0,flight sergeant gary david bydder a
896,0,flight sergeant brian charles clayton a
897,0,flight sergeant gordon phillip nicholls a
898,0,cecil john biffin camden new south wales
899,0,flora ethel buckley federal new south wales
900,0,raymond francis byrne ainslie australian capital territory
901,0,george joseph baxter casey wavell heights queensland
902,0,hamilton collis sylvania new south wales
903,0,leslie mervyn gerald cox katherine northern territory
904,0,violet madge curran east brighton victoria
905,0,may joan davis london england
906,0,percival vincent dunning bicton western australia
907,0,blanche phyllis anne emery bowral new south wales
908,0,william fidler allansford victoria
909,0,sybil victoria franklin darwin northern territory
910,0,norma ernestine free rokeby tasmania
911,0,joan marie therese fuller brighton south victoria
912,0,geoffrey leo gard moonah tasmania
913,0,hilary robin gifford coorparoo queensland
914,0,patricia margery hall london england
915,0,michael john hassed bentleigh victoria
916,0,john george hay tenterfield new south wales
917,0,mary kathleen keefe balgowlah new south wales
918,0,aubrey francis king mount isa queensland
919,0,merle leighton gordon park queensland
920,0,ruby eileen leslie toowong queensland
921,0,thomas averil lewis caringbah new south wales
922,0,david john mccarthy henley beach south south australia
923,0,annie flora mcgowan bexley north new south wales
924,0,euphemia mcindoe maryborough queensland
925,0,sarah myrtle marshall albert park south australia
926,0,lillian florence monk bexley new south wales
927,0,gladys may munro hampton victoria
928,0,edward ranald newbery moree new south wales
929,0,ernest patrick o brien ben lomond
930,0,mary elizabeth o connor rose bay new south wales
931,0,tadeus paprocki south coogee new south wales
932,0,belle craig powe penguin tasmania
933,0,dorothy elizabeth prince epping new south wales
934,0,lena regan point lonsdale victoria
935,0,maud wyndham rien ainslie australian capital territory
936,0,edith irene seller frankston victoria
937,0,richard george smith camberwell victoria
938,0,vambola veinberg deakin australian capital
939,0,joyce minnie walden woombye queensland
940,0,william john jacobs senior constable northern territory police
941,0,wing commander ronald richard tayles
942,0,flight lieutenant john jeffrey wilkinson
943,0,flight lieutenant william david maccubbin
944,0,wing commander arthur john white
945,0,sir francis scott mcfadzean chairman rolls royce ltd
946,0,victor collin matthews deputy chairman chief executive trafalgar house ltd
947,0,sir arthur antony duff foreign commonwealth office
948,0,edward anthony john alment president royal college obstetricians gynaecologists
949,0,joseph franklin madders braithwaite chairman baker perkins holdings ltd
950,0,frederick frank arthur burden political public service
951,0,wilfred burns chief planner deputy secretary department environment
952,0,james william donald crane hm chief inspector constabulary
953,0,the right honourable hugh charles patrick joseph fraser political public service
954,0,roger thomas baldwin fulford political public service
955,0,professor alan james harris senior partner harris sutherland
956,0,jack william hughes chairman bracknell development corporation
957,0,john godfray le quesne chairman monopolies mergers commission
958,0,george robin perronet maclellan lately chairman scottish tourist board
959,0,ronald hugh owen lately chairman prudential assurance co ltd
960,0,major general francis brian wyldbore smith political service
961,0,john chalmer stebbings president the law society
962,0,professor michael george parke stoker
963,0,rawden john afamado temple chief social security commissioner
964,0,graham john wilkins chairman chief executive beecham group ltd
965,0,john vincent dillon prahran east
966,0,philip john rupert steele toorak
967,0,edward jackson stewart ascot
968,0,vice admiral thomas henry eustace baird
969,0,lieutenant general john charles chisholm richards royal marines
970,0,professor ronald mason chief scientific adviser ministry defence
971,0,kenneth ronald stowe permanent secretary northern ireland office
972,0,major general martin baker farndale late royal regiment artillery
973,0,air vice marshal michael william patrick knight
974,0,air commodore pamela joy tamblin wraf ret
975,0,alexander cosens lindsay brown chief veterinary officer ministry agriculture fisheries food
976,0,william gordon chalmers crown agent scotland
977,0,geoffrey fairfax cockerill secretary university grants committee
978,0,edward norman eden under secretary department trade
979,0,graeme frank gloak solicitor board customs excise
980,0,anne elisabeth mueller robertson deputy secretary department industry
981,0,douglas robertson nicoll foreign commonwealth office
982,0,george mark parbury chief registrar high court justice bankruptcy
983,0,michael edward quinlan deputy secretary ministry defence
984,0,john ellerslie sanderson under secretary department transport
985,0,robert john thornton under secretary ministry defence
986,0,gordon booth lately director general british trade development office new york
987,0,percy cradock hm ambassador peking
988,0,hugh reginald braden assistant secretary ministry defence
989,0,ronald archer campbell byatt british high commissioner salisbury
990,0,colin malcolm carruthers lately office governor salisbury
991,0,richard alwynne fyjis walker hm ambassador khartoum
