,cluster_no,sentences
1718,0,the morristown green statue commemorating meeting george washington young marquis de lafayette young alexander hamilton depicting discussing forthcoming aid french tall ships troops sent king louis xvi france aid continental army ref
1719,0,morristown burnham park statue father american revolution thomas paine wrote best selling booklet common sense urged complete break british rule
1720,0,the idea constructing morris canal credited morristown businessman george p macculloch convened group discuss concept canal
1721,0,in st peter episcopal church founded behest bishop george washington doane many prominent morristown families including george p macculloch morris canal ref
1722,0,antoine le blanc french immigrant laborer murdered sayre family servant possibly slave phoebe
1723,0,samuel f b morse alfred vail built first telegraph speedwell ironworks morristown january
1724,0,jacob arnold tavern first headquarters washington morristown purchased colles family save demolition
1725,0,washington headquarters ford mansion revolutionary era mansion used george washington headquarters jockey hollow encampment
1726,0,acorn hall victorian italianate mansion home morris county historical society
1727,0,morristown cricketing club first north america ref
1728,0,a large furniture shop house reeves croydon since ref ref burned ground ref
1729,0,a year old man brixton trevor ellis shot killed south croydon warrington road ref
1730,0,deputy prime minister nick clegg toured london riot hit communities around tottenham ref
1731,0,bowes year old british retired accountant died result attacked street ealing
1732,0,the mayor of london boris johnson revealed provided extra metropolitan police previous year increase police numbers london ref
1733,0,a year old hounslow tried murder richard mannington bowes well violent disorder four counts burglary relating looting william hill bookmakers tesco express blockbuster video shop fatboys restaurant ref
1734,0,the liberal democrat mp bradford east david ward described government plans withdraw benefits convicted rioters nuts ref
1735,0,prince charles camilla duchess cornwall visited areas london including tottenham green leisure centre transformed aid centre aftermath rioting ref
1736,0,jae kiel van eda arrested participating act constables hit green citroen dealing reports group looting clothes shop waltham forest north east london august
1737,0,david cameron chaired another emergency meeting cobra mid morning ref
1738,0,the leader hounslow council councillor jagdish sharma urged local residents continue refrain taking part london riots far hit london borough hounslow ref
1739,0,the acting scotland yard commissioner tim godwin condemned gratuitous violence rioters ref
1740,0,major fires started barking battersea croydon dagenham ealing greenwich southwark ref
1741,0,prime minister david cameron returned early italian holiday chaired emergency meeting cobr following third night violence ref
1742,0,the charges formally stayed crown counsel melissa gillespie shortly p british columbia supreme court hearing new westminster ref
1743,0,most publication bans case lifted trial judge james williams british columbia supreme court lawyers spent hours court going various complicated bans ref
1744,0,in robert william pickton brother david owned port coquitlam farm
1745,0,count mona lee wilson ref born january age went doctor nov reported missing night
1746,0,count marnie lee frey ref last seen august reported missing dec
1747,0,count jacqueline michelle mcdonell ref last seen january
1748,0,count helen mae hallmark ref last seen august
1749,0,count inga monique hall ref last seen february
1750,0,count debra lynne jones ref last seen december
1751,0,count cara louise ellis ref aka nicky trimble born april last seen ref
1752,0,mary ann clark ref aka nancy greek disappeared august downtown victoria
1753,0,yvonne marie boen sometimes used surname england ref born november last seen march reported missing march
1754,0,in august thomas loudamy year old fremont california resident claimed received three letters robert pickton response letters loudamy sent assumed identity
1755,0,loudamy history writing accused convicted criminals instances identity correspondence clifford olson others guise character believes readily accepted targets letters
1756,0,after robert pickton lost final appeal supreme court canada missing women commission inquiry chaired wally oppal called examine role vancouver police rcmp disappearances murders women downtown eastside
1757,0,while pickton automatic right appeal supreme court canada based legal issues justice donald dissented pickton lawyers applied supreme court canada leave appeal issues well
1758,0,according jewish scholar lawrence fine first use phrase tikkun olam modern jewish history united states brandeis bardin camp institute founder shlomo bardin ref
1759,0,michael spiro reconstructionist jew argues validity conservative politic tikkun olam
1760,0,tikkun olam used refer jewish obligations engage social action reform ref conservative ref ref movements well
1761,0,in jewish thought ethical mitzvot well ritual mitzvot important process tikkun olam
1762,0,mary ingalls sister laura ingalls wilder author
1763,0,gary o donoghue political correspondent bbc
1764,0,akbar khan singer composer writer banker honored national award rajasthan india ref
1765,0,lisa banta goalball player ref
1766,0,anthony clarke athlete world class judoka ref
1767,0,cedric jones american football player blind one eye ref
1768,0,eoin o sullivan blind basketball player american football player coach ref
1769,0,marla runyan legally blind olympic paralympic runner ref
1770,0,zohar sharon blind golfer ref
1771,0,henry wanyoike long distance runner vision loss ref
1772,0,jerec star wars character served emperor palpatine inquisitor
1773,0,tahl love interest qui gon jinn rendered blind held captive
1774,0,halcyon hal green character short story the diary luke castellan percy jackson olympians series blind seer antagonist luke castellan befriended long fall grace
1775,0,miles hilton barber british traveler climber ref
1776,0,james holman british man known blind traveler ref
1777,0,tofiri kibuuka ugandan norwegian athlete
1778,0,takeichi nishi colonel imperial japanese army during world war ii
1779,0,erik weihenmayer first blind person reach summit mount everest ref
1780,0,s robert morgan a small role the wire ref
1781,0,tsutomu aragaki japanese tenor blind birth ref
1782,0,ray charles pianist singer inducted varied halls fame ref
1783,0,fanny crosby christian hymn writer ref
1784,0,reverend gary davis gospel blues guitarist ref
1785,0,jos feliciano grammy award winner ref
1786,0,jeff healey blues rock guitarist vocalist ref
1787,0,rahsaan roland kirk jazz multi instrumentalist ref
1788,0,blind willie mctell blues guitarist ref
1789,0,ronnie milsap country pop singer ref
1790,0,moondog outsider musician born louis thomas hardin ref
1791,0,turlough o carolan harper composer blinded smallpox ref
1792,0,paul pena american blues musician throat singer
1793,0,joaqu n rodrigo spanish composer pianist ref
1794,0,diane schuur grammy winning jazz singer ref
1795,0,lennie tristano down beat jazz hall fame critics choice ref
1796,0,ostap veresai noted kobzar ref
1797,0,helmut walcha german organist recorded complete organ works bach
1798,0,esref armagan turkish painter born blind ref
1799,0,john bramblitt american painter writer lost sight paints realistically touch techniques ref intense color ref
1800,0,keith salmon english painter sculptor blind diabetes retinopathy ref
1801,0,jorge luis borges argentine writer blind later part career ref
1802,0,didymus blind ecclesiastical writer alexandria ref
1803,0,belo cipriani latino writer blind age
1804,0,john milton poet blind last years life ref
1805,0,nikolai ostrovsky soviet socialist realist writer ref
1806,0,jack holbrook vance highly prolific american master phantasy
1807,0,david blunkett labour party uk politician former cabinet minister member parliament ref
1808,0,kristen cox cabinet secretary utah maryland ref
1809,0,matthew a dunn member united states house representatives ref
1810,0,henry fawcett member parliament postmaster general united kingdom ref
1811,0,ian fraser baron fraser lonsdale mp st pancras north eleven non consecutive years blinded world war i ref
1812,0,thomas gore us senator ref
1813,0,colin low baron low dalston member british house lords
1814,0,bob c riley an acting governor arkansas ref
1815,0,thomas d schall a us senator minnesota blinded electrical shock time office ref
1816,0,shelley davis american lawyer labor advocate
1817,0,chen guangcheng lawyer ramon magsaysay award winner imprisoned china april chen escaped house arrest
1818,0,jacques lusseyran french author political activist world war ii ref
1819,0,gustaf dal n swedish inventor nobel prize winner continued make inventions lead company despite blinded accident
1820,0,bernard morin topologist france ref
1821,0,abraham nemeth developed nemeth braille blind students science math ref
1822,0,lev pontryagin soviet mathematician went blind fourteen
1823,0,nicholas saunderson english mathematician went blind age twelve months held high esteem isaac newton ref
1824,0,claes wollheim swiss scientist swedish origin renowned work diabetes
1825,0,john ipstones inherited estates blymhill ipstones cresswell staffordshire father death
1826,0,based pedigrees derived heraldic visitation shropshire ref augusta corbet family history ref supplemented recent information history parliament online
1827,0,ipstones elizabeth first challenge settlement almost immediately marriage the action initiated king bench leicester easter term ref year sir robert died
1828,0,an order escheator shropshire july shows ipstones initiated proceedings death lady elizabeth corbet sir robert widow secure jointure properties ref
1829,0,when william died maud ignored papal prohibition remarriage take husband john savage
1830,0,elizabeth beck hopton shropshire tean staffordshire
1831,0,the ipstones family prominent affairs staffordshire held blymhill cuttlestone hundred time ref
1832,0,in view earlier allegation maud illegitimacy ipstones secured papal mandate dispensing problem marriage maud son fell within prohibited degrees consanguinity shared great grandfather
1833,0,ipstones elected mp staffordshire st parliament richard ii assembled january
1834,0,in shortly marriage ipstones enlisted retinue hugh de stafford nd earl stafford
1835,0,on january ipstones one local gentry appointed alongside abbot darley take finances rocester abbey fallen indiscipline administrative chaos ref
1836,0,one attainted sentenced death merciless parliament robert de vere duke ireland commanded royalist forces radcot bridge made good escape abroad immediately battle
1837,0,in borland returned uk record third album beautiful ammunition acton survival studios resolve records ref
1838,0,a book borland lyrics called adrian borland the sound meaning distant victory published giuseppe basile marcello nitti ref
1839,0,in english language dutch documentary borland directed marc waltman premiered idfa festival the netherlands ref
1840,0,borland born hampstead london ref son bob borland physicist national physical laboratory teddington london wife win english teacher ref
1841,0,john lear ref ufologist frequent guest coast coast am bell credits getting paranormal track show
1842,0,on may bell interviewed william luther pierce author highly controversial book the turner diaries ref pierce writing pseudonym andrew macdonald depicted race war leading extermination jews non whites gay people
1843,0,in cusco michael holm group leader revealed song apurimac iii nature spirit pride pahrump big water titled recognition bell coast coast ref
1844,0,in chris clements freelance writer washington post called bell tell evidence financial connection bush family bin ladens
1845,0,bell returned coast coast am february discussion global financial crisis wall st insider michael j panzner
1846,0,friday june bell hosted coast coast am manila guest dr dean radin
1847,0,bell airyn baby girl asia rayne bell born caesarean section may
1848,0,art bell iii born jacksonville north carolina arthur bell jr united states marine corps captain jane gumaer bell marine drill instructor
1849,0,first rock music disc jockey moving talk radio bell original late night las vegas program kdwn political call show name west coast am ref
1850,0,bell supported barack obama president united states ref election ref
1851,0,the canton aargau one least mountainous swiss cantons forming part great table land north alps east jura rise low hills
1852,0,fahr abbey forms small exclave canton otherwise surrounded canton z rich since part aargau municipality w renlos
1853,0,the area aargau surrounding areas controlled helvetians member celts far back bc ref eventually occupied romans th century franks ref
1854,0,when frederick iv habsburg sided antipope john xxiii council constance emperor sigismund placed imperial ban
1855,0,after french invasion march governments z rich bern agreed creation short lived canton baden helvetic republic
1856,0,the contemporary canton aargau formed canton swiss confederation result act mediation
1857,0,the fricktal ceded austria via napoleonic france helvetic republic briefly separate canton helvetic republic canton fricktal statthalter lieutenant march following act mediation incorporated canton aargau
1858,0,donovan named team representing usa inaugural william jones cup competition taipei taiwan
1859,0,donovan member usa national team world championships held sao paulo brazil
1860,0,donovan inducted basketball hall fame ref part inaugural class women basketball hall fame ref
1861,0,on april anne appointed assistant coach new york liberty
1862,0,she resigned coaching job seton hall jan ref accepted position wnba connecticut sun spend three seasons resigned head coach october ref
1863,0,harvey alper ref others ref present linguistic view mantras
1864,0,the buddho mantra widespread thai forest tradition taught ajahn chah students ref
1865,0,in buddhism china vietnam ten small mantras ref finalized monk yulin teacher shunzhi emperor monks nuns laity chant morning
1866,0,om mani padme hum the mantra avalokitesvara mahabodhisattva buddha compassion aspect
1867,0,om vajrapani namo hum the mantra buddha protector secret teachings
1868,0,om ah hum vajra guru padma siddhi hum the mantra vajraguru guru padma sambhava established mahayana buddhism tantra tibet
1869,0,om tare tuttare ture mama ayurjnana punye pushting svaha the mantra d lkar white tara emanation arya tara chittamani tara
1870,0,om dhrung svaha the purification mantra mother namgyalma
1871,0,om ami dhewa hri the mantra buddha amitabha hopagmed western pureland skin colour setting sun
1872,0,om ami dewa hri the mantra amitabha ompagme tibetan
1873,0,om ah ra pa ca na dhih the mantra sweet voiced one jampelyang wylie jam dpal dbyangs manjusri bodhisattva wisdom
1874,0,in sikh religion mantar mantra shabad word hymn adi granth concentrate mind god message ten sikh gurus
1875,0,some examples jain mantras bhaktamara stotra uvasagharam stotra etc
1876,0,majumdar scholars ref ref suggest mantras central tantric school numerous functions
1877,0,according school shloka holy hindu texts like vedas upanishads bhagavad gita yoga sutra even mahabharata ramayana durga saptashati chandi mantra thus part japa repeated achieve numinous effect ref
1878,0,o bh rbhuvaswaha tatsaviturvarenyam bhargo devasya dh mahi dhiyo yo na prachoday ref
1879,0,repetition mantram e mantra holy name point eight point passage meditation program taught eknath easwaran recommended using mantram drawn faith tradition east west
1880,0,john mirk lilleshall canon late th early th centuries ref make literary mark
1881,0,in edward i called abbot william bridgnorth account exceeding privileges numerous instances
1882,0,richard ii queen isabella visited abbey january way parliament shrewsbury
1883,0,lilleshall one small number monasteries england belonging rigorist arrouaisian branch augustinians
1884,0,the abbey seen royal foundation notwithstanding role belmeis brothers replaced st alkmund chapel royal
1885,0,on november king granted abbey site cavendish fee farm ref
1886,0,the strongest contributors genre second half decade james cameron paul verhoeven the terminator robocop entries
1887,0,chile aa s p credit rating highest latin america fitch ratings places country one step a ref
1888,0,chile strong proponent pressing ahead negotiations free trade area americas ftaa active wto doha round negotiations principally membership g cairns group ref
1889,0,over last several years chile signed ftas european union south korea new zealand singapore brunei china japan
1890,0,yo yo ma born paris october chinese parents musical upbringing
1891,0,ma primary performance instrument cello nicknamed petunia built domenico montagnana valued us million
1892,0,another ma cellos davidov stradivarius previously owned jacqueline du pr passed upon death
1893,0,he also owns modern cello made peter wendela moes pei enberg germany one carbon fiber luis clark company boston ref
1894,0,he performed john williams air simple gifts inauguration ceremony barack obama january along itzhak perlman violin gabriela montero piano anthony mcgill clarinet
1895,0,on may ma performed world premiere bruce adolphe self comes mind solo cello two percussionists john ferrari ayano kataoka american museum natural history new york city
1896,0,on october ma appeared alongside canadian prime minister stephen harper national arts centre gala ottawa
1897,0,in ma performed american dancer charles lil buck riley united states china u s china forum arts culture ref
1898,0,ma appeared episode animated children television series arthur well the west wing episode no l performed prelude bach cello suite no congressional christmas party sesame street
1899,0,ma guest not my job segment wait wait don tell me april listener thad moore ref
1900,0,ma named peace ambassador un secretary general kofi annan january ref
1901,0,on november president obama appointed ma serve president committee arts humanities ref
1902,0,in ma named judson joyce green creative consultant chicago symphony orchestra
1903,0,the railway station gare de pau offers connections bordeaux bayonne toulouse paris several regional destinations
1904,0,the tgv linking paris montparnasse tarbes pau hrs hrs paris
1905,0,intercit linking bordeaux saint jean tarbes hendaye irun spain toulouse matabiau
1906,0,the international airport pau pyr n es located north west commune uzein connected directly paris charles de gaulle paris orly well airports marseille lyon london southampton amsterdam among destinations
1907,0,the a european route e called la pyr n enne joins toulouse east hrs bayonne hr west
1908,0,the soci des transports de agglom ration paloise stap idelis bus network ref operates urban bus routes serving pau adjoining communes bill juran gelos maz res lezons lescar lons bizanos gan ousse sendets l e idron artigueloutan uzein morla serres castet aressy
1909,0,pyr n sports ref mountain club mountaineering rock climbing hiking mountain skiing alpine skiing created organizes pyr n ref pau triathlon gourette
1910,0,the pau pyr n es air club chp founded club dedicated aerobatics located pau pyr n es airport sheds
1911,0,the basque pelota complex inaugurated jai alai mur gauche trinquet open place fronton
1912,0,carried according plans architect mile boeswillwald construction church saint martin neo gothic influence began
1913,0,capped monumental statue virgin child notre dame church art deco inspiration built first half th century continuity ancient church dedicated pilgrimage came
1914,0,st peter church built prix de rome architect
1915,0,the chapel saint louis de gonzague classic architecture accompanied establishment college jesuits current lyc e louis barthou
1916,0,former place worship ursulines de pau chapel notre dame du bout du pont built relocated
1917,0,the le m li cinema housed former place worship scottish presbyterian church
1918,0,pau russian orthodox church mosque synagogue number smaller churches st jean baptiste sainte bernadette sainte th r se
1919,0,close castle parlement de navarre parliament navarre named saw origins annexation b arn crown france louis xiii
1920,0,lyc e louis barthou originally jesuit college built louis xiii appeal probably restoration catholicism
1921,0,the palais des pyr n es palace pyrenees second shopping centre heart city tumultuous history
1922,0,the archives communautaires de l agglom ration de pau pyr n es community archives agglomeration pau pyr n es grouped since march buildings former tram factory site previously gas plant evidenced high chimney
1923,0,the boulevard des pyr n es created initiative napoleon i continuation place royale long
1924,0,the rue du mar chal joffre connects ch teau quarter place clemenceau first named grande rue helped pau expand eastward end middle ages
1925,0,the national domain ch teau de pau composed renaissance garden medicinal plants park
1926,0,pau located west toulouse tarbes lourdes oloron
1927,0,this climate helped pau become end th century winter resort spot popular english russian brazilian bourgeoisie
1928,0,in th century new recognition importance expansion pau become town castelnau bailli appointed viscounts b arn
1929,0,gaston f bus descendant counts foix one first iconic figures b arn attached independence small country
1930,0,in gaston vi assembled predecessor conseil souverain roughly equivalent house lords
1931,0,in gaston iv foix b arn married infanta eleanor aragon transferred court orthez pau ref
1932,0,in daughter jeanne albret gave birth henry iii navarre singing song b arn virgin mary future henry iv neither fearful balked
1933,0,catherine bourbon sister henri iv governed b arn place
1934,0,king charles xiv sweden first royal bernadotte born pau th century
1935,0,on october declared navarrenx new capital department basses pyr n es
1936,0,mary todd lincoln widow american president also lived pau several years late ref
1937,0,pau hosted th r giment infanterie st th parachute chasseur regimen parachute regiment stationed town
1938,0,from four mandates mayor louis sallenave town pau experienced strong growth
1939,0,andr labarr mayor worked towards first step beautification city
1940,0,in end bitter political struggle included fran ois bayrou martine ligni res cassou became mayor pau
1941,0,in fran ois bayrou became mayor standing david habib election
1942,0,the town pau marked strong cultural identity presence french occitan bilingual school calandreta paulina students pau one metropolitan area lescar students living practice b arnese success occitan cultural groups
1943,0,the association palois b arnese paris la garbure founded around b arnese pharmacist went capital open shop boulevard haussmann
1944,0,the andr labarr intercommunal library place marguerite laborde work architect daniel rubin opened doors june
1945,0,the com die des mutins lescar pau agglomeration added list
1946,0,the university group pyr n es oceanes research campus unites groupe esc pau five schools engineers enit tarbes bidart bayonne isa btp iae university pau pays de l adour uppa students
1947,0,cole nationale sup rieure oil engines enspm ifp office pau
1948,0,institut de formation sup rieure l action commerciale ifsac
1949,0,pau second economic hub aquitaine bordeaux
1950,0,the technopoles h lioparc pau cit multim dia pole e business southern aquitaine peba
1951,0,the scientific centre total pau one research centre exploration production gas oil europe people including doctors engineers geosciences resulting merger elf aquitaine total ref
1952,0,pau part global competitiveness cluster aerospace valley aerospace sector toulouse bordeaux
1953,0,pau gateway five b arnese valleys ossau valley vall e aspe vath vielha receives winter sports tourists ski resorts gourette spas eaux bonnes eaux chaudes green tourism white water sports cultural gastronomic tourism
1954,0,pau former royal town capital b arn also city cultural tourism important business congress conferences notably
1955,0,the research institute languages finland proposes swedish speaking finns swedish finns finland swedes first sole form used institute website
1956,0,antti ahlstr industrialist founder ahlstrom corporation
1957,0,gustaf mauritz armfelt courtier diplomat
1958,0,fredrik idestam mining engineer businessman best known founder nokia
1959,0,ttens f rsta och andra yngre gren immatrikulerades p finlands riddarhus nr bland adelsm n men r genom upprepade verflyttningar till sverige och inte l ngre f retr dda r
1960,0,ttens tredje yngre gren upptogs preussiskt adligt st nd namnet von nordenskj ld
1961,0,tove jansson perhaps renowned example finland swedish prose
1962,0,gilman st edward operate scholarship known hardie scholarship
1963,0,the school founded rev thomas chamberlain student christ church vicar st thomas martyr
1964,0,in andrew trotman became th warden school segar moved building shared cowell brand new boarding house located site old oakthorpe road entrance
1965,0,stanislaus anthony kowalewski youngest five baseball playing brothers coal mining community shamokin pennsylvania ref
1966,0,coveleski signed first professional contract minor league lancaster red roses club affiliated tri state league
1967,0,in carl graham fisher inducted automotive hall fame ref pbs produced program fisher titled mr miami beach part american experience series
1968,0,carl fisher born greensburg indiana nine years end american civil war son albert h ida graham fisher
1969,0,former u s president theodore roosevelt thomas a edison friends fisher sent checks well current president woodrow wilson noted first u s president make frequent use automobile described stress relief relaxation rides
1970,0,the resulting dispute pandoras name discussed kroq fm radio show hosted rodney bingenheimer local music zines bam music connection la weekly l a dee da gossip column
1971,0,the pandoras formed singer guitarist pierce member mod garage pop action now met singer guitarist bass player deborah mendoza aka mende menday southern california chaffey college rancho cucamonga
1972,0,d albert left the pandoras february tour support rock hard join human drama signed rca records
1973,0,five pandoras hyatt lead vocals guitar black lead guitar vammen keyboards blankfeld bass kaplan drums united play three pierce penned pandoras songs you don satisfy in out life in a day you all talk private party redondo beach ca october
1974,0,elektra a r man boyfriend pierce steve pross signed band elektra records
1975,0,eighteen year old zola budd south african runner given british citizenship order dodge apartheid based ban south african competitors collided home favourite mary decker final causing american fall
1976,0,nawal el moutawakel morocco became first female olympic champion muslim nation first country hurdles
1977,0,archer neroli fairhall new zealand first paraplegic olympian olympic games coming th women individual event
1978,0,li ning people republic china medals gymnastics gold silver bronze earning nickname prince gymnasts china
1979,0,future dream team members michael jordan patrick ewing chris mullin team gold medal basketball
1980,0,on ncis tim mcgee obsession jet packs stemming attended olympic ceremony child bill suitor fly head jet pack ref
1981,0,in addition cr peries cr pe franchises cr pe manufacturers use modern equipment produce cr pes bulk
1982,0,a cr perie may takeaway restaurant stall serving cr pes form fast food street food may formal sit restaurant caf ref
1983,0,in norwegian cr pes called pannekake german regions pfannkuchen
1984,0,in areas central europe formerly belonging austro hungarian empire thin pancake comparable cr pe austro bavarian called palatschinken bosnian serbian bulgarian macedonian montenegrin czech croatian
1985,0,the er flapjack sourdough crepe popular united states ref getting name popularity style pancake california gold rush
1986,0,the modern fire extinguisher invented british captain george william manby
1987,0,halocarbon replacements hcfc blend b halotron i american pacific corporation hfc ea fm great lakes chemicals corporation hfc fa fe dupont approved faa use aircraft cabins ref
1988,0,ternary eutectic chloride t e c dry powder dry powder invented lawrence h cope ref ref research metallurgist working uk atomic energy authority licensed john kerr co england
1989,0,ziauddin sardar born dipalpur pakistan
1990,0,in late eighties sardar moved kuala lumpur advisor anwar ibrahim former deputy prime minister malaysia leader opposition
1991,0,sardar amongst first commissioners uk equality human rights commission march december served member interim national security forum cabinet office london
1992,0,considered pioneering writer islam contemporary cultural issues produced fifty books period years long time co author merryl wyn davies
1993,0,lesbian women identified political lesbians include ti grace atkinson julie bindel charlotte bunch yvonne rainer sheila jeffreys
1994,0,in california overstory associates include gray pine pinus sabiniana california buckeye aesculus californica ref
1995,0,ma parents originate hunan province republic china hakka ancestry ancestral home fufeng shaanxi province
1996,0,he born kwong wah hospital ref kowloon hong kong july ref
1997,0,after receiving master ma worked associate wall street law firm new york city legal consultant major bank massachusetts us completing doctorate ref
1998,0,ma wife sponsor children low income families el salvador world vision
1999,0,on december democratic progressive party dpp legislator chai trong rong called press conference produced document alleges ma birthplace contrary officially reported
2000,0,chai claimed since ma born shenzhen legally citizen people republic china
2001,0,ma officially march vote ending eight years dpp rule becoming officially recognized sixth president republic china ref
2002,0,during second chen chiang summit visit chen yunlin november chairman beijing based association relations across taiwan straits arat opposition pan green coalition criticized visit taking steps toward eventual reunification damaging taiwan sovereignty ref
2003,0,on november ma met shook hands communist party general secretary xi jinping singapore within capacity leader taiwan leader mainland china respectively
2004,0,ma ying jeou registered sole candidate election kmt chairman june next day vote
2005,0,in june incumbent vice president vincent siew announced retire seek second term premier wu den yih chosen replace siew kmt ticket
2006,0,in kmt fielded ma challenge incumbent taipei mayor chen shui bian opposition democratic progressive party dpp seeking election ref
2007,0,in presidential election ma remained loyal kmt supported candidate lien chan james soong bolted party running independent ref
2008,0,ma able repair political damage december became leading figure kmt easily winning reelection mayor taipei support taipei voters dpp challenger lee ying yuan received ref
2009,0,ma dissuaded angry pan blue supporters protesting following close election victory president chen shooting incident ref
2010,0,ma cross political following led note rare example relative civility notoriously rough tumble world taiwanese politics
2011,0,on june announced ma planned visit hong kong june attend award editorial excellence dinner hong kong convention exhibition centre would deliver speech cross strait relations east asia ref
2012,0,ma visited india singapore june increase bilateral exchanges well gain legitimacy experience presidential bid
2013,0,ma vice presidential running mate former premier vincent siew lien chan running mate presidential election ref
2014,0,democratic progressive party candidate frank hsieh questioned ma possession us permanent resident card
2015,0,a week presidential election incumbent president chen shui bian vowed quit ma could provide legal documents invalidation green card
2016,0,since ma ying jeou emphasized consensus existing basis constructive dialogue exchange mainland china taiwan
2017,0,antoine de bosc de la calmette hugenot whose family forced leave france holland
2018,0,in january married catharina elisabeth iselin daughter swiss baron reinhard iselin also emigrated denmark
2019,0,baron niels rosenkranz lived estate world war ii head west m n danish resistance group perhaps first denmark set week german occupation april
2020,0,niels rosenkranz also key member group organised rescue ex inmates stutthof concentration camp arrived river barge nearby klintholm havn may day denmark liberated germans ref
2021,0,phi f x begin cases f x mbox f x f x mbox le f x le mbox f x end cases
2022,0,suppose data set x ldots x n n item x associated class set weak classifiers k ldots k l outputs classification k j x item
2023,0,alpha frac ln left frac sum k x w sum neq k x w right
2024,0,the vesnin brothers actively participated public architectural competitions palace soviets narkomtiazhprom sto building moscow government ukraine compound kiev lost bids revivalist architects ref
2025,0,victor vesnin sole constructivist architect retained even improved role joseph stalin establishment palace soviets contest sealed stylistic outline stalinist architecture ref
2026,0,the vesnins take part public competition proletarsky district palace culture built site demolished simonov monastery ref
2027,0,both alexander leonid joined faculty vkhutemas civil war conflict split architectural department academic ivan zholtovsky united nikolai ladovsky independent ilya golosov workshops ref
2028,0,victor leonid accepted offer alexander kuznetsov joined faculty mvtu ref
2029,0,in december short lived artistic unions based vkhutemas mvtu institute civil engineers merged new organization osa group headed ginzburg alexander vesnin
2030,0,osa left wing architects union regularly published magazine sa contemporary architecture edited ginzburg alexander vesnin ref
2031,0,a draft diminutive leningrad pravda tower created alexander victor
2032,0,alexander alexandrovich vesnin father vesnin brothers came nizhny novgorod merchant family
2033,0,leonid older brother enrolled imperial academy arts saint petersburg
2034,0,co stars brent butt nancy robertson married november following production third season ref
2035,0,richard henry hank yarbo ref fred ewanuick brent perpetually unemployed best friend likely candidate dog river village idiot
2036,0,wanda dollard ref nancy robertson quirky cashier corner gas self professed smartest person town
2037,0,oscar leroy ref eric peterson brent grouchy stubborn occasionally senile elderly stereotype father retired former owner corner gas
2038,0,emma leroy ref janet wright brent mother brains muscle family
2039,0,sergeant davis quinton ref lorne cardinal dog river overly sensitive senior police officer
2040,0,constable karen pelly ref tara spencer nairn dog river ambitious sometimes neurotic junior police officer
2041,0,fitzy fitzgerald ref cavan cunningham mayor dog river
2042,0,wes humboldt ref mike o brien owns operates liquor insurance store town
2043,0,paul kinistino ref mark dieter bartender dog river hotel
2044,0,josh cook josh strait reserved silent chef the ruby
2045,0,helen jensen jean freeman mayor grandmother also known fitzy grandma
2046,0,myrtle runciman gwen seed batty elderly neighbour oscar emma appears many times course show
2047,0,in first season kevin mcdonald the kids hall played marvin drey disliked revenue canada agent episode tax man
2048,0,ben mulroney host tv shows canadian idol etalk daily son former prime minister brian mulroney parodies third season episode dog river vice ref
2049,0,the town name homage series creator brent butt hometown tisdale saskatchewan doghide river flows
2050,0,thunderface universe fictional band formed mid lead singer hank yarbo lead guitar player brent leroy bass guitar player wanda dollard
2051,0,brent main co writers this hour minutes writers mark farrell paul mather kevin white andrew carr
2052,0,fred ewanuick appeared hank royal canadian air farces th episode spoof corner gas yasir carlo rota sarah sheila mccarthy cbc little mosque prairie bought gas station fired brent
2053,0,the parliament cantabria ref principal self government institution autonomous community representative body cantabrians
2054,0,after several legislatures presided partido popular juan hormaechea upca regional government cantabria directed coalition regionalist party cantabria spanish socialist workers party psoe year
2055,0,the mancomunidad campoo cabu rniga municipality communal property singular size characteristics shared management municipalities hermandad de campoo de suso cabu rniga los tojos ruente
2056,0,during th century mentioning monastery saint zacharias eulogius pinpoints seburim maybe zubiri river arga waters cantabria letter sent bishop pamplona williesind suggesting region stretching far east
2057,0,from central core formed hermandad de las cuatro villas brotherhood four cities santander laredo castro urdiales san vicente de la barquera hermandad de las marismas brotherhood marshes created thereby uniting important seaports east asturias
2058,0,having learned lessons failed attempt first objective new entity obtain approval king charles iii union cantabrian jurisdictions one province
2059,0,although defeated managed later regroup li bana command general juan d az porlier calling forces cantabrian division various regiments battalions hussars cantabria cavalry shooters cantabria infantry
2060,0,in president provincial council pedro escalante huidobro proposed reapplying name cantabria province santander suggested academic report written historian tom maza solano
2061,0,carnaval marinero sailor carnival february santo
2062,0,coso blanco first friday july castro urdiales
2063,0,among involved scallops frank arundel ahakista jim flynn gearhmeen jack connolly gearhmeen mossy cremin john jimmy o mahony durrus con coughlan patsy flynn mattie coughlan well known fishermen
2064,0,the tradition stretched new century teddy frankie arundel frank gerard coughlan tommy arundel tony mc loughlin involved
2065,0,robert swanton ballydehob united irishman lawyer new york
2066,0,thomas swanton crannliath ballydehob merchant landlord gaelic scholar
2067,0,patrick joseph sullivan born kilcrohane republican us senator wyoming
2068,0,robert dawson evans born st john new brunswick boston industrialist arts patron
2069,0,a girls school kept eliza daly annual grant british irish ladies school society
2070,0,rev william o grady bantry club letterhead wrote seeking entry aughagoheen national system
2071,0,rev r h carroll manager altar rectory toormore applied grant build school
2072,0,schools knockroe gearhies gortalassa employed irish speaking teachers including seamus o suilleabhain ui shuilleabhain fachdnaidh bonane near kenmare
